Year,AHRQ/CCS Condition Category,CCS Category Number,AHRQ Category,Volatility Level,NIPA Dollars,Uncontrolled Dollars,Number of Episodes,Per Capita Index,Medical Care Expenditure Index,Prevalence Index,Per Capita Dollars,Cost Per Case Dollars,Unweighted MEPS Patients,Share MEPS Spending,CCS Chapter Number,CCS Chapter,Chapter Spending (Billions),CCS Category,,Format,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,       Wht blood dx,63,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",high,1384267800,1101726666,857104.6009,1.31197433,1.127926035,1.163174082,4.812748792,1615.051184,0.5,0.11932922,4,Diseases of the blood and blood-for,11.56,Diseases of white blood cells,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,       Wht blood dx,63,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",high,1578501355,1250796149,888076.6496,1.483260729,1.235881043,1.200164642,5.441083043,1777.438193,2.5,0.11932922,4,Diseases of the blood and blood-for,13.49,Diseases of white blood cells,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,       Wht blood dx,63,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",high,1784856210,1422384358,953650.9982,1.661714648,1.30878433,1.269662701,6.095710092,1871.603148,3,0.11932922,4,Diseases of the blood and blood-for,14.32,Diseases of white blood cells,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,       Wht blood dx,63,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",high,1938508673,1552162605,1021315.004,1.788207914,1.333576981,1.340910903,6.559728554,1898.051693,2,0.11932922,4,Diseases of the blood and blood-for,15.2,Diseases of white blood cells,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       Wht blood dx,63,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",high,2338168091,1867412558,1081337.46,2.136182201,1.515373238,1.409673965,7.836211478,2162.292695,1.5,0.11932922,4,Diseases of the blood and blood-for,18.58,Diseases of white blood cells,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       Wht blood dx,63,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",high,2452877404,1941335551,1132832.39,2.21977024,1.50374964,1.47615679,8.142839608,2165.260655,1,0.11932922,4,Diseases of the blood and blood-for,18.46,Diseases of white blood cells,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,       Wht blood dx,63,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",high,2399829487,1927888382,1182884.069,2.151318573,1.430145717,1.504265298,7.891736617,2028.795171,0.5,0.11932922,4,Diseases of the blood and blood-for,18.45,Diseases of white blood cells,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,       Wht blood dx,63,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",high,2521773395,2061786697,1261096.975,2.240903484,1.434616547,1.56202261,8.220363222,1999.666516,1,0.11932922,4,Diseases of the blood and blood-for,19.59,Diseases of white blood cells,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,       Wht blood dx,63,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",high,2669418542,2183300808,1314155.14,2.352346174,1.457832152,1.613591916,8.629171277,2031.281133,2.5,0.11932922,4,Diseases of the blood and blood-for,21.41,Diseases of white blood cells,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,       Wht blood dx,63,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",high,2904096509,2354686413,1393328.609,2.540138771,1.482928153,1.712920998,9.318055635,2084.286859,4,0.11932922,4,Diseases of the blood and blood-for,23.39,Diseases of white blood cells,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,       Wht blood dx,63,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",high,3053235246,2422862549,1429748.614,2.650727021,1.486995586,1.782605843,9.723729325,2135.504953,4,0.11932922,4,Diseases of the blood and blood-for,25.09,Diseases of white blood cells,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,       Wht blood dx,63,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",high,3038562704,2434638942,1511340.387,2.61958045,1.413555494,1.853185433,9.609473564,2010.508507,3.5,0.11932922,4,Diseases of the blood and blood-for,24.89,Diseases of white blood cells,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,       Wht blood dx,63,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",high,3260841522,2614024246,1592111.824,2.790396268,1.440710198,1.93681996,10.23608157,2048.123425,3.5,0.11932922,4,Diseases of the blood and blood-for,24.71,Diseases of white blood cells,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,       Wht blood dx,63,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",high,3446667043,2824282550,1648720.086,2.927968065,1.503148198,1.94789048,10.74073969,2090.510737,3.5,0.11932922,4,Diseases of the blood and blood-for,25.49,Diseases of white blood cells,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,       Ot hematl dx,64,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,496691405.4,378674969.6,586528.9245,1,1,1,1.760303237,846.8319032,6,0.312986485,4,Diseases of the blood and blood-for,8.71,Other hematologic conditions,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,       Ot hematl dx,64,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,457469579.6,363559969.6,557629.2745,0.911962925,1.009841764,0.903075073,1.605331288,820.3830044,8.5,0.312986485,4,Diseases of the blood and blood-for,10.21,Other hematologic conditions,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,       Ot hematl dx,64,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,524299592.9,417285471.9,548734.3384,1.035535781,1.177860781,0.879166535,1.822856988,955.4707192,9,0.312986485,4,Diseases of the blood and blood-for,11.56,Other hematologic conditions,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,       Ot hematl dx,64,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,671317132.6,531948155.4,563297.2563,1.314560682,1.462697456,0.898723572,2.314025424,1191.763541,9,0.312986485,4,Diseases of the blood and blood-for,13.49,Other hematologic conditions,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,       Ot hematl dx,64,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,600615355.5,478641294.5,533475.1196,1.16527925,1.389692872,0.838515671,2.051244836,1125.854484,11,0.312986485,4,Diseases of the blood and blood-for,14.32,Other hematologic conditions,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,       Ot hematl dx,64,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,641531202.8,513673607.3,519304.6545,1.233242312,1.532102678,0.804934506,2.170880434,1235.365786,7.5,0.312986485,4,Diseases of the blood and blood-for,15.2,Other hematologic conditions,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       Ot hematl dx,64,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,678500003.2,541894071.3,514170.4787,1.291792578,1.632413195,0.791339216,2.273946656,1319.601244,6,0.312986485,4,Diseases of the blood and blood-for,18.58,Other hematologic conditions,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       Ot hematl dx,64,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,699839197.9,553889367.9,530785.6274,1.319808175,1.616317626,0.816552485,2.323262602,1318.496888,9,0.312986485,4,Diseases of the blood and blood-for,18.46,Other hematologic conditions,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,       Ot hematl dx,64,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,668763096.4,537246754.7,504087.4355,1.249329542,1.650785946,0.756808928,2.199198837,1326.680749,9.5,0.312986485,4,Diseases of the blood and blood-for,18.45,Other hematologic conditions,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,       Ot hematl dx,64,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,648476278.7,530190289,496414.6426,1.200857724,1.654283814,0.725907921,2.113873738,1306.319804,9,0.312986485,4,Diseases of the blood and blood-for,19.59,Other hematologic conditions,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,       Ot hematl dx,64,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,652108129,533355179.3,525227.4115,1.197524874,1.572866881,0.761364416,2.108006912,1241.572916,9.5,0.312986485,4,Diseases of the blood and blood-for,21.41,Other hematologic conditions,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,       Ot hematl dx,64,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,673900817.8,546409217,539326.4648,1.228351754,1.569239096,0.782769023,2.162271568,1249.522992,8.5,0.312986485,4,Diseases of the blood and blood-for,23.39,Other hematologic conditions,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,       Ot hematl dx,64,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,725916233.8,576043152.6,551092.8783,1.313323197,1.619023135,0.811182477,2.311847074,1317.230293,11,0.312986485,4,Diseases of the blood and blood-for,25.09,Other hematologic conditions,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,       Ot hematl dx,64,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,835692390.4,669595935.7,578076.1137,1.501379057,1.794116413,0.836834804,2.642882413,1445.644216,16,0.312986485,4,Diseases of the blood and blood-for,24.89,Other hematologic conditions,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,       Ot hematl dx,64,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,865365900.1,693712782.1,606168.3644,1.543179111,1.772593958,0.870576764,2.716463184,1427.599906,15.5,0.312986485,4,Diseases of the blood and blood-for,24.71,Other hematologic conditions,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,       Ot hematl dx,64,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,1024136140,839201986.7,725723.3659,1.813030309,1.791093394,1.012247779,3.191483122,1411.19356,12,0.312986485,4,Diseases of the blood and blood-for,25.49,Other hematologic conditions,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,       Acut p-h anm,60,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",low,137277528.1,104659680.5,147916.9306,1,1,1,0.486519546,928.0717734,0,NA,4,Diseases of the blood and blood-for,8.71,Acute posthemorrhagic anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,       Acut p-h anm,60,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",low,167575111.4,133175199.3,165399.5605,1.208680941,1.137961282,1.062145927,0.588046903,1013.153306,0,NA,4,Diseases of the blood and blood-for,10.21,Acute posthemorrhagic anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,       Acut p-h anm,60,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",low,154666179.9,123097463.2,161982.0198,1.105269391,1.074040789,1.029075807,0.537735162,954.8354814,0,NA,4,Diseases of the blood and blood-for,11.56,Acute posthemorrhagic anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,       Acut p-h anm,60,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",low,181393396,143735170.3,172013.8218,1.285172944,1.180968149,1.088236753,0.625261757,1054.528027,0,NA,4,Diseases of the blood and blood-for,13.49,Acute posthemorrhagic anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,       Acut p-h anm,60,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",low,206313306,164414823.8,178550.4084,1.448264932,1.301423383,1.112831497,0.704609197,1155.49053,0,NA,4,Diseases of the blood and blood-for,14.32,Acute posthemorrhagic anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,       Acut p-h anm,60,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",low,210276846.7,168368531.3,182070.0292,1.462545153,1.306955929,1.119047031,0.711556804,1154.922903,0,NA,4,Diseases of the blood and blood-for,15.2,Acute posthemorrhagic anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       Acut p-h anm,60,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",low,237102860.7,189365709.5,193157.1643,1.633303601,1.385571687,1.178794007,0.794634126,1227.51264,0,NA,4,Diseases of the blood and blood-for,18.58,Acute posthemorrhagic anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       Acut p-h anm,60,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",low,278864286.4,220707790.9,206947.9827,1.902797813,1.507283511,1.262402063,0.925748329,1347.509083,0,NA,4,Diseases of the blood and blood-for,18.46,Acute posthemorrhagic anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,       Acut p-h anm,60,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",low,333251641.7,267715673.9,215671.2551,2.2524969,1.754365243,1.283938398,1.095883769,1545.183393,0,NA,4,Diseases of the blood and blood-for,18.45,Acute posthemorrhagic anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,       Acut p-h anm,60,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",low,442906093.3,362117346.9,247579.6313,2.967538153,2.067154322,1.435566818,1.443765315,1788.94399,0,NA,4,Diseases of the blood and blood-for,19.59,Acute posthemorrhagic anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,       Acut p-h anm,60,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",low,496300814.9,405921347,264133.9152,3.29759345,2.171981911,1.518241673,1.604343669,1878.974211,0,NA,4,Diseases of the blood and blood-for,21.41,Acute posthemorrhagic anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,       Acut p-h anm,60,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",low,569102222.8,461436893.5,282609.0848,3.753221913,2.30762204,1.626445687,1.826015822,2013.743554,0,NA,4,Diseases of the blood and blood-for,23.39,Acute posthemorrhagic anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,       Acut p-h anm,60,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",low,622373163.3,493877643.7,292636.5034,4.074020019,2.385224988,1.708023369,1.98209037,2126.778977,0,NA,4,Diseases of the blood and blood-for,25.09,Acute posthemorrhagic anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,       Acut p-h anm,60,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",low,676281474.4,541868433.7,302707.428,4.396009187,2.529934375,1.73759811,2.138744394,2234.109281,0,NA,4,Diseases of the blood and blood-for,24.89,Acute posthemorrhagic anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,       Acut p-h anm,60,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",low,747097916.4,598904317.9,319169.6593,4.820380024,2.652004924,1.817636152,2.345209102,2340.754814,0,NA,4,Diseases of the blood and blood-for,24.71,Acute posthemorrhagic anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,       Acut p-h anm,60,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",low,860564567.6,705167473.9,342399.0127,5.51211193,2.910705391,1.893737493,2.681750194,2513.338344,0,NA,4,Diseases of the blood and blood-for,25.49,Acute posthemorrhagic anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,       Sickle cell,61,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,262724545.6,200299840.6,104151.5629,1,1,1,0.931111074,2522.521393,4,0.742468895,4,Diseases of the blood and blood-for,8.71,Sickle cell anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,       Sickle cell,61,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,295265589.3,234653304.7,91842.15787,1.112791488,1.32852516,0.837614161,1.036132477,3214.924346,4,0.742468895,4,Diseases of the blood and blood-for,10.21,Sickle cell anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,       Sickle cell,61,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,310034101.2,246753436.4,79743.02649,1.15766006,1.608998662,0.719491003,1.077910102,3887.914905,4.5,0.742468895,4,Diseases of the blood and blood-for,11.56,Sickle cell anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,       Sickle cell,61,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,402721885.9,319114698.4,80646.53271,1.490884966,2.057530567,0.724599182,1.388179502,4993.666465,5,0.742468895,4,Diseases of the blood and blood-for,13.49,Sickle cell anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,       Sickle cell,61,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,339581093.8,270618346.4,82310.23325,1.24555549,1.709576705,0.728575376,1.15975051,4125.624243,4,0.742468895,4,Diseases of the blood and blood-for,14.32,Sickle cell anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,       Sickle cell,61,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,439660787.3,352036099.9,82659.40307,1.597843945,2.214522638,0.721529741,1.487770192,5318.944621,5,0.742468895,4,Diseases of the blood and blood-for,15.2,Sickle cell anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,       Sickle cell,61,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,419821566.6,335296708.8,97267.47481,1.511101621,1.792449122,0.843037385,1.407003454,4316.155709,6,0.742468895,4,Diseases of the blood and blood-for,18.58,Sickle cell anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,       Sickle cell,61,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,439260895.3,347654061.7,93923.48936,1.566105766,1.924678863,0.813697182,1.458218422,4676.794892,4.5,0.742468895,4,Diseases of the blood and blood-for,18.46,Sickle cell anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,       Sickle cell,61,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,457082675,367194579.2,77843.86812,1.614304531,2.452771216,0.658155364,1.503096826,5871.787799,3.5,0.742468895,4,Diseases of the blood and blood-for,18.45,Sickle cell anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,       Sickle cell,61,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,517602270.6,423188490.4,77429.31666,1.812089442,2.841931521,0.637626005,1.687256547,6684.835834,4.5,0.742468895,4,Diseases of the blood and blood-for,19.59,Sickle cell anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,       Sickle cell,61,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,695128721,568541453.7,86474.62984,2.41332692,3.418681264,0.705923347,2.247075421,8038.527859,5,0.742468895,4,Diseases of the blood and blood-for,21.41,Sickle cell anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,       Sickle cell,61,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,664927989.6,539133908.9,90322.2587,2.291328606,3.10375224,0.738244689,2.133481439,7361.728982,6,0.742468895,4,Diseases of the blood and blood-for,23.39,Sickle cell anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,       Sickle cell,61,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,663839286.2,526782647.2,74864.6433,2.270565593,3.658810262,0.62057484,2.114148768,8867.193604,3.5,0.742468895,4,Diseases of the blood and blood-for,25.09,Sickle cell anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,       Sickle cell,61,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,492045132.7,394249636.4,58773.20187,1.671224684,3.488005317,0.479134787,1.556095811,8371.930014,0,0.742468895,4,Diseases of the blood and blood-for,24.89,Sickle cell anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,       Sickle cell,61,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,553542074.2,443742019.8,60624.68675,1.866178538,3.805977671,0.490328294,1.737619503,9130.638093,0,0.742468895,4,Diseases of the blood and blood-for,24.71,Sickle cell anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,       Sickle cell,61,"Hemorrhagic, coagulation, and disorders of white blood wells_AHRQ",moderate,655051489.5,536765074.3,61342.07884,2.192344537,4.549995298,0.481834462,2.041316277,10678.66466,0,0.742468895,4,Diseases of the blood and blood-for,25.49,Sickle cell anemia,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Male genital disorders_AHRQ,0,Male genital disorders_AHRQ,NA,6113161076,4660642523,9109546.022,1,1,1,21.6653985,671.0719789,15.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Male genital disorders_AHRQ,0,Male genital disorders_AHRQ,NA,6131485652,4872810864,8978928.481,0.993119444,1.060732764,0.936257914,21.51632851,682.874985,18,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Male genital disorders_AHRQ,0,Male genital disorders_AHRQ,NA,6249759383,4974128969,8757339.189,1.002927853,1.110186166,0.903387093,21.7288316,713.6596229,26.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Male genital disorders_AHRQ,0,Male genital disorders_AHRQ,NA,6160963712,4881915152,8059292.709,0.980217303,1.183979652,0.827900464,21.23679849,764.4546407,30,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Male genital disorders_AHRQ,0,Male genital disorders_AHRQ,NA,6318230956,5035113099,7884692.796,0.99597832,1.248174754,0.797947817,21.5782672,801.3287416,29,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Male genital disorders_AHRQ,0,Male genital disorders_AHRQ,NA,6507431318,5210495928,8069950.174,1.016391517,1.2619994,0.805381933,22.02052724,806.3781285,26,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Male genital disorders_AHRQ,0,Male genital disorders_AHRQ,NA,7180725563,5734992766,8441856.75,1.110790267,1.327840275,0.836539069,24.06571379,850.6097386,32.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Male genital disorders_AHRQ,0,Male genital disorders_AHRQ,NA,7664042218,6065724116,8664145.901,1.174332945,1.368383528,0.858189916,25.44239123,884.5698475,33,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Male genital disorders_AHRQ,0,Male genital disorders_AHRQ,NA,7960700197,6395179951,8626600.306,1.208305589,1.448985481,0.833897651,26.17842209,922.8085125,28,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Male genital disorders_AHRQ,0,Male genital disorders_AHRQ,NA,8473299746,6927718698,8835427.437,1.27488449,1.532546361,0.831873359,27.62088051,959.0141288,35,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Male genital disorders_AHRQ,0,Male genital disorders_AHRQ,NA,8891756727,7272512475,8737713.896,1.326701765,1.626812856,0.815522056,28.74352244,1017.629649,43.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Male genital disorders_AHRQ,0,Male genital disorders_AHRQ,NA,8522623099,6910274763,8607101.503,1.262178725,1.569239865,0.804324918,27.34560506,990.1850345,42,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Male genital disorders_AHRQ,0,Male genital disorders_AHRQ,NA,8088313652,6418395785,8332435.073,1.188950836,1.505585754,0.789693203,25.75909365,970.7022714,43,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Male genital disorders_AHRQ,0,Male genital disorders_AHRQ,NA,8309804999,6658205480,8389784.414,1.212985319,1.551162631,0.781984619,26.2798103,990.4670477,47,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Male genital disorders_AHRQ,0,Male genital disorders_AHRQ,NA,8431226831,6758817075,8392347.643,1.221597507,1.5741212,0.776050476,26.4663968,1004.632695,51.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Male genital disorders_AHRQ,0,Male genital disorders_AHRQ,NA,9231868439,7564816855,8580509.978,1.327876806,1.723202272,0.770586731,28.76898017,1075.911393,55.5,NA,NA,NA,NA,NA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,       BPH,164,Male genital disorders_AHRQ,moderate,3482257945,2654855524,5134840.175,1,1,1,12.34132475,678.162869,6.5,0.384410378,10,Diseases of the genitourinary syste,58.36,Hyperplasia of prostate,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
